User,Comment
@SultonFarid-w6t8l,"Wkwkkwkkwkkw kasian korban nya habis uang, mending kerja halal"
@armancahyadi,Sqyholiq bilang crypto scam tapi dia juga punya aset di crypto
@renaldiramadhan8059,ITU SAMA AJAK KA INISIAL IK DAN DS MODUSNYA SAMA
@lutfibfi1044,"aman timothy mah.. dia ga pernah ngajarin utk all in. mengenai ada sinyal yg salah ya wajar, namanya manusia, bukan tuhan yg 100% benar. follower nya aja yg bego all in di satu coin yg ternyata salah... rungkat dah 🤣"
@renaldiramadhan8059,TOLOL BEGO BERJAMAAH TUH YANG IKUT KELAS NYA
@kikiputraapratama4351,"jujur, udh lama ga nonton kamar jeri, skrng kayak lebih kurus an yaa"
@freeperm.fruit5,"Yang aneh membernya cuman beberapa orang doang yg nongol, katanya nembernya banyak yg rungkat banyak"
@JayaWardhana-z1y,"Tapi dg narasi semua yg diberikan bro Jery, bro Jery seperti setuju dg bro skyholic 😁👍"
@Johannesnaibaho-di1hy,"Yg goblok dan tololll itu siapa sih sebenarnya borrrrr ??????? 

Sederhananya begini loh blok, lo kalo percaya dan yakin tentang sesuatu ya lo ikutin, dan di keyakinan dan kepercayaan lo itu, lo pasti akan melakukan apa saja untuk menggapainya, betul gak??

Nah begitu juga sebaliknya bro, di dlm proses lo terhadap keyakinan dan kepercayaan lo td, ternyata setelah lo pelajari dan evaluasi dari modul atau referensi lain atau sumber ilmu lainnya yg berhubungan dgn itu , ternyata lo temukan ada kejanggalan dan keganjilan disitu... Yaudah ambil keputusan batalkan kepercayaan dan keyakinan lo itu !!

Karna setelah lo adu keyakinan dan kepercayaan lo tadi dengan skill dan ilmu pengetahuan yg lo dapat dan miliki, ternyata ilmu pengetahuan dan skill lo itu yg menang dan mematahkan keyakinan dan kepercayaan lo tentang sesuatu itu tadi, tanpa lo sadari, di detik lo mengambil keputusan untuk membatalkan keyakinan dan kepercayaan lo yg salah td, di DETIK yg sama anda sebenarnya telah menempatkan posisi akal dan pikiran anda di tempat yg sangat tepat.

Artinya apa...? 
Artinya Tuhan gak sia sia dalam menciptakan sesuatu ciptaan...
dan you know what gaes...?
ciptaanNYA itu disebut O T A K .

Sekian terima kasih 🙏🙇🙏"
@arilaril-yo9xr,Sebagainya kaya dari jual kelas 🗿
@anggivirgyananda9827,"Ku tetep percaya timoty soalnya motivasi bagus banyak yang positif nya kita ambil baiknya coba kamu lihat vidionya yang baik ""
Semua tidak ada yang pasti tapi kita harus percaya dan berdoa"
@m.alfurqan96,"Dia buka kelas mahal lagi dan org2 bnyk yg join,ya pasti dia makin kaya raya dan beli mobil mewah,dan yg kalah nangis dipojokan 😅,lagian kek gtu dipercaya bukan nya kerja yg jelas"
@SANJAYA-b4d,Klu Saya Percaya Timothy Ronald Menipu Korban nya Agar korban nya ngikutin kelas nya dan bisa di Tipu Timothy. Saya Juga mendukung Sky Holik. Timothy Ronald Bukan Cuma omongan nya Sombong.  Tapi Juga Merusak otak otak Anak mudah di indonesia agar investasi ke Cripto nya dan Bisa di Tipu
@hardiyansaputra2532,"Contoh sudah banyak ,masih saja percaya,,kasian kalian para korban!MIKIIR😂😂😂😂😂😂😂😂😂"
@Donghyian,Jery sekarang kurus bgt
@spekbor2551,"menurut gua nonton podcast Deddy Corbuzier tentang timoty bilang ""ngegym tu goblok"" itu buat marketing usaha dia liat skrng dia buka gym ."
@armancahyadi,Pokoknya All in bitcoin
@softexDaunSirih.,"Yg ngikuti Timoty itu goblok

Timoty itu lagi jualan

Dan yang beli itu yg tolol"
@vinsmoke879,Yang kena scam kenapa tidak bercontoh sama kasus doni salmanan dan indra ken 😅
@defleeclip8679,"Gua heran yg bilang scam, rungkad dll.
Pahami dulu apa itu investasi!
Investasi itu ada banyak cara, Reksadana, obligasi, emas, saham dll. Salah satunya juga bisa dgn crypto.

Yang ngaku rungkad lu bukan sedang berinvestasi tapi sedang bermain judi! Ingin kaya instant!
Semua ny itu butuh waktu bisa 3 bulan bahkan bertahun-tahun!

Ya kalo lagi minus porto nya dihold saja, AVG down saja terus!
Kalo lagi minus terus lu cut lose lalu masuk lagi dan minus lagi cutlose! Sampe lebaran monyet lu ga bakal kaya dan bilang investasi crypto itu scam! Bodoh!

Bedakan dulu apa itu investasi dan apa itu judi!!!"
@leofamili7809,"Kalo Ada waktu cerita kan dulu bang kematian Philip lucky dube,
Yang setuju mana suara ngya"
@zexxayk4851,"dulu kopi 80k sama warna lu apa bos, sekarang ini. gila ujung""nya naik lagi tu namanya Timothy"
@rajalelang1901,ingat ya orang lain selain kita adalah marked.. 🤣🤣✌
@bangyal6856,Lingkaran setang dah kayak mlm dulu tapi ini versi baru
@topaxbalackmental3813,orang kaya asli pasti diem diema aja
@bungasakura-3,Kalian percaya? Ada org kaya ngajak kita jadi kaya?sharing bisnis nya?JANGAN MIMPI 😂😂😂
@BERBAGIPENGALAMANKERJA,😅😅😅😅...akhirnya kejeglong jg..sombong mnrtku
@joseptambunan4546,Gak ada orang jadi miliarder dari crypto tapi mereka kaya karena Jual kelas 😂
@animasi47264,"wkwkwkwk buzzer mafia,timothy pak purbaya dll  yang ingin memajukan midset indonesia tapi mereka menolak maju,pantes indo ga maju maju wkwkwkw"
@NATURE_KEY,Menurut gua skyholic88 itu kamar jeri 😂😂😂
@reynaldizein1594,pyj
@AgustinusDwiPutranto-e2h,apa pada lupa istilah disclaimer on ya?
@AetherFT,siapa skyholic? gw sih lebih bingung fufufafa itu akun siapa😔
@RizkyKhoir-x6f,"katanya akun itu ada hubungannya dengan indrakenz, makannya dia gk terima sama timothy wkwkwk"
@MahakaryaSentosaAbadi,"Judil aja siii, sekalian..."
@azuraxsa,"jadi inget bjorka, apa mungkin dia?"
@yoslajet1501,"Temen gw habis 20jta, gak kemana²🤣. Dah dibilangin masih ngeyel yang gw ketawain🤣"
@nurhikari2112,"Ahirnya ada yutuber yang menyerang Timothy 😢 saya tau dia salah tapi orang"" Ga percaya saya dan grub saya 😭"
@donurobert-eq8ws,Timothy ini gajauh beda sama Indra kenz dan Donny salmanan
@SUKAGUYON,Tapi jujur sekilas wajah lu mirip timothy bang😂
@rdtw1,Kaya dengan muda pas bangun cuman mimpi ternyata😂
@RizkyKhoir-x6f,"membernya merasa ditipu, padahal diawal sudah dijelaskan kalau trading resikonya besar"
@ryanio8344,Sudah kubilang...murah banget jilid 2 eee malah All in🤣😂😅🤡💩mending fomo beli emas kemaren dongg KLO gt🤦mau aja dikibuli sales coin🤷
@dapxyz,"Beliau hanya pinter ngomong, tapi di gunakan bodoh²in orang"
@gegananesu6699,"Hostnya malah kaya nenek nenek..ngomen kehidupan pribadi orang dengan dasar ""katanya"" , skyholic juga gak jelas siapa....bisa dituntut lu bos pencemaran nama baik..tanggungjawab dunia akhirat lu ngomongin orang gak jelas gitu..."
@SmartdogTv-23,Di up trus kasus ini biar si keparat² ini cepet di kandangin oleh aparat kya si indra kenztut
@SmartdogTv-23,Di up trus kasus ini biar si keparat² ini cepet di kandangin oleh aparat kya si indra kenztut
@BonitAbonks,"Kelas Timothyah murah ,, ada yg lebih mahal dr itu 😂 gw mah ttp cuan 😂 goblok aj klo rungkad"
@konohahargamati,"Katanya kaya, buka kelas bayar jutaan cok, kalau mau paketnya bayar lagi, dia kaya bukan dari crypto tapi hasil NIPU"
@BonitAbonks,"GK nyampe untuk memahami Timothy,,,"
@AbdulLatif-g8m,Mn yg bilang ia calon naga 😂
@Elin123-d7d,Saya main kripto sejak timoty viral saya udah main untung dan ruggi udah biasa
@Terserah722,Mansur cina wkwkwkwkw
@teat0534,BG jrng nnton tiba2 kok lurus muka Lo bg😂
@soedjeeeuniverse4619,Akwkakwk😂
@ratelnsyahla7499,"Tau kan kenapa ga akur sama raymond chin?,gw taun ini investasi trading 10 juta di emas dan silver,tau kan itu susah minta ampun,main ga pake itungan bisa habis semalem itu 10 juta,makanya aku mikir masi ada org yg mikir kaya lewat investasi tu gimana de😂"
@Terserah722,Lihat bibirnya aja uda ketahuan busuk 😂😂😂
@becomzet3354,gw lebih tertarik pembahasan sky holic malah dkit banget di bahas
@nawaffauzi264,KATA GUA APA APA BEDANYA DIA AMA DONI SALMANAN GOBLOK BANGET YG MASIH PERCAYA
@veandraarkanprakoso128,MLM jaman modern nih.😂😂😂😂
@agusdemon659,Wkkkkk tolol ....gue di crypto dari tahun 2018 udah cuan 60 percent  dari belajar sendiri dan rada nekat wkkkk sekarang gue udah lepas semua gue alihkan ke saham sebagai deviden hunter
@gabraschanel,Dia emang berhasil bikin trending dalam cepat. Dia dah kuasai emosional orang indo.
@andromeda1359,Sama kek indra kenz ga sih . Awal nya sombong bgt
@RoyalFarmSkd,ngeri ya skyholic 🎉🎉🎉
@wil5182,"Kenapa bnyk scam penipuan krypto,  bitcoin n etc.... bkn 1 sangat banyak.  Tutup 1, tumbuh 50 perusahaan berkedok saham goreng"
@aharis3488,"Ceuk aing ge kan? titajong.. 😂
ke kedeung ge labuh. 😅

dia gak jaga sikap nya, jadi orang kaya/banyak duit itu bukan soal lu pinter, nama besar dan besar kecilnya usaha. tapi soal LAYAK apa ENGGAK.!
kalo abang jeri si udah sangat Layak.
sudahlah emang siklus nya seperti itu. algoritma nya seperti itu 🤣"
@FahriRomadhan-i3s,Bego bgt ya pada percaya ama congor dia
@daifullahjarkasih3040,si timboty manfaatin ketololan dan kegoblogan orang indo yang pengen cepat kaya dan gampang.😂😂😂
@aleetratheana5300,Karena market itu lagi crush
@TaufikHidayat-yj3gy,Pernyataan Yudo Sadewa lebih logic dalam berinvestasi di crypto. Hanya saja anak menteri keuangan tdk membuka kelas crypto. Mekanisme crypto 1% dari 10% modal yg dimiliki ketika ingin berinvestasi. Penjelasan kurang lebih sperti itu.
@herdy069,Apa bedanya sama judol klo kyak gini
@PriskaDewiAnggraini,wah siap siap reuni sama indra kenz sama doni salmon
@feryansanishara4683,"kesalahan timothy cuma 1, yaitu buka kelas wkwkwk"
@WadiHerilampung,Ada apa intinya
@PN_ES,"Setiap orang boleh ngomong di medsos, tapi timoty Ronald adalah anak muda yang konglomerat mau di ajak diskusi sama dia masalah investasi dan portofolio keuangan, kamu bisa ngajak ngomong mr Tanoto pemilik wing group?  Atau sandigo Uno pemilik Saratoga? Mreka triliyuner, mreka tau siap yg omdo dan siapa yg berkualitas, kalo duit kita lebih dikit kita harus diam dan berpikir mendengar sama yg lebih kaya, karena kita lebih bodoh titik😂😂"
@duwiahmad-w8w,klau main saham gmpang ..APBN kita aja sruh timoty mainkn ..nnti untungnya bisa buat byar utang negra dan mnsejahterakn rkyt . .itu logikanya .😅😅
@ErikErik-f3z,Orang ini bilang semua orang bodoh kaya dia sudah pintar saja 😂😂😂
@Szandigital,guk guk guk guk naik kereta....
@MonkeyDlufy-p9p,Ga belajar sama kasus Doni salmananan
@muhammadrama8592,"Percaya itu cuma gimik agar viral, kaya yg sudah sudah cuma buat sensasi paling 2-3 bulan udah gak ada kabar itu kasusnya"
@mohasad81,Ngritik lembaga sekolah dan kampus tp bikin akademi. Trus gmn maksudnya?🤣👻
@suksesabadi3701,"Indra kenz.   Ke 2
 thimoty   Hati hati lah saat ber investasi"
@tri_richa9435,Setujuu siiih
@Pemburumudachanel,"Buat pendukung tomothai lu makan tuh yg kemarin gw bilangin lu pada ga percaya , makan tuh duit jadi waduk😂😂"
@azizah7433,Ngepet digital 😂
@Juy1414,Gegara tymoty anjing. Pacar gue gila crypto. Rungkat Mulu puluhan juta
@arsyaalfariskysantososantoso,Ciri ciri pembohong itu manis berkata
@agungputrapratamaapp500,"W udh curiga bang ini org timothy tiba2 naik daun gara2 crypto , hmm scam ni org udh enek w liat dia ngomong di ig bnyk video dia bikin statment crypto"
@hendricong2848,Anak buah indra kenz
@NayoSunaryo-yu3tx,Kena batunya arogan dan sombong penjarakan😂
@bintanyt1893,Dari awal kan dia uda spill sekolah itu scam 😂
@11elmargideon,Level alat penghasil uang yg paling puncak adalah manusia 🤣🤣
@puyaudrama,"Saya sering melihat postingan timoty atau video timoty lewat hp, dari sana dia memberi keunggulan dari crypto, dari awal video dia aku sudah setuju bahwa aku tetap invest emas."
@madiprayitno8336,Lucu aja ngeliatnya... org2kaya indo kebanyakan duit dari orgtu klogak moneylondry atau org partai😂😂😂
@BelandaMenir,Timothy ini soksokan orang sampah gak guna kaya dia mati aja
@shazulsahrof7947,orang indo aja yang goblok
@channelkoclok6640,Instan ya habisnya juga instan.
@analisaxauusd-j1x,Mereka ini kaya karna jualan kelas.......
@blanchette_t00thless,"HARTA,WANITA,TAHTA carpet ruin your life"
@timothyclipersss,"kan kemaren bro timothy udah bilang kalo ada yang rugi datengin aja kantornya, terbuka kok"
@adidestian414,Itu cuci tangan bang bahasa alusnya😂
@sigitrmx5925,"Udah gw duga ""BINOMO"" part 2.."
@irvanhanafi9223,"Gua sadar finansial karena Timothy..jual KPR beli barang ga utang atau kredit lagi..gue berhenti judi lanjut masuk dunia crypto..saya belajar tentang crypto terlebih dahulu dan belajar trading dari yutub 
Belajar ilmu finansial dunia.. musuh terhebat emang diri sendiri menurut gua sih.. salam finansial freedom 🎉"
@Radenreview13,Hahahaha 😂 cek pajak donk kaka 😂
@ilhammagi7198,"CIEEE DAPET BAHAN KONTEN RAME NIHH, PANTES INDO SUSAH MAJU DARI 4 RIBU ORANG YANG KOMEN YANG NGATAIN TR RATA"" GATAU MASALAHNYA APA GATAU ISI GRUP AC APA
DI KASIH EDUKASI MALAH GAMAU, GILIRAN MISKIN NGELUH
HADEHH PANTES AJA TIMOTY SERING GOBLOK"" IN ORANG, ORANG EMANG KENYATAANYA LU SEMUA PADA GOBLOK
BTW AMPUNN BANG JANGAN SERANG AKUU, AKU BUZZER NIH WKWKWKWK"
@bebenbeben1747,Kw
@Liyadi16,Ga bakal bisa bng penjarain dia wkwk
@bangyulygaming1556,"orang pinter tuh buzzer dan cliper timoty dia sedot kekayaan timoti wkwk,gw yakin buzzer timoty ga suka sama timoty,cuma gpp lah penting dapet duit 😂😂"
@El-TRABAS,"etdah bang , pacar kandung gak tuh 😭"
@armashadiyanto6222,SETIAP ORANG YANG JUALAN KELAS CRYPTO PASTI PUNYA CERITA DULUNYA MISKIN LA INI LA ITULA BLA BLA BLA SEBELUM BUKA KELAS BIAR ORANG PERCAYA😂
@rizqiagi5357,"sekarang sebutkan siapa lulusan S1 ekonomi yang bisa menandingi timothy ronald , jawabannya ngga ada."
@UzpaZtudyRap,"Dia belom DEWASA bang, harap maklumi..."
@Pacific540,Selama ini Bro Timothy menyampaikan hal2 baik
@Rangga2009-o4f,Wkwk ini mah siapa yang otak nya lemah pasti masuk jurang
@luculucuan56,"Dulu ada robot net 89 tau akhirnya Apa

Intinya tiap nama perusahaan pasti akan mencari keuntungan sepihak."
@dedisetiadi6999,Cuci tangan nih orang bangsat 😅
@maulanailyas9869,Bang bahas soal Amerika yang mulai melenceng dari Aturan dunia
@luculucuan56,"Pikiran orang indo
Giliran kena scam rame
Tapi giliran CUAN lu diem tong"
@ayupuspita593,"G slah klo banyak bgt kasus2 penipuan spt ini, krn byk org kebelet kaya...apalagi klo kerjax g berat, g dikir 2-3x lagi udah lgsung oke aja"
@algazali2897,"Yang join itu knp ya, kan Timothy bilang gak ada gunanya sekolah, lah kalian ngapin dah sekolah di situ 😂😂😂😂😂 bayar mahal2 lagi 😂😂😂😂😂"
@salim_almaskur,"Jangan"" itu lu bang 😁"
@wdymbrooo,"efek gapernah diajarin berpikir kritis , jadi ya statement maupun arahan ditelan mentah2 oleh para awam , menurut gw sebelum terjun ke dunia digital financial mendingan pelajari & pahami dulu manfaat dan risikonya , dan jangan pernah menyerap/menelan mentah2 statement orang sebelum melakukan riset mendalam."
@EzekielEl,Pasti yg nggk suka Timothy agamnya sebrang😂😂😂
@Blieilish1,"Nah kan bener apa kata gw selama ini,,(SCAM)😂"
@dianinsani9070,"Timothy pinter ngomong, tapi bego biologi 😂"
@JuliusLeg,"Julius Caesar tewas di habisi senat nya sendiri karena pikirannya yang mantap ,ia tak lari dari ketakutan ia berjalan di atasnya ,kadang perubahan bisa sedikit menggesek keras pada bangunan yang kumuh ,kamu harus menghancurkan bangunan itu dan membangun nya kembali dengan material yang mantap"
@bangyulygaming1556,jual kelas buat bayar buzzer
@sunnybastian1990,"Orang indonesia suka tontonan kemewahan, makanya kita generasi mudanya kacau."
@dw25-go,"Dah lama dak nonton kmr Jerry, eh udah lebih langsing ya bang 😊"
@OverLord99,Hmm kawan g sih nga terlalu liatin Timoti tapi pas gua ikut crypto cuan 😅 walaupun nga banyak.
@andinkaairadelfana,Tapi sepanjang nonton timoti  dia tida bahas  cara cepat kaya  dan bukan crypto satu satu nya... Sya tida membela siapa pun  caman saya memfilter ilmu dari siapa pun..   Ambil yg baik baik nya ajah  sala stu nya grow mainset😊
@Xylande7.officiaL,"13:49 izin bang dia udah ngejelasin Kenapa menurut dia sekolah itu scam, disclaimer disini gua gaada bela dia gua cuma ngelurusin ajaa"
@renzycoopz6209,fix si indra itumah..
@ulilfx,Indra keun part 2
@opikhidayat6006,Timboty
@huzaifahmuhammad8394,Gua awal nya ngikutin ni vidio.. tpi setalah menit 25 udah mulai aneh sih.. udah gk objektif lagi.. gk asik..
@moharifrohim7304,"Timhoty = mencla mencle
Sekolah ga penting, sekolah babu TAPI dia bangunin sekolah. Gmna ceritanya cobak"
@CerdasSekali-wx9hf,Timoty itu indra kenz 2.0
@Nady4lin2,Ini kok jadi personal banget
@gantengAku-r6s,"Rungkad margin call koar2 timoty penipu kwkwkw
Lu pengen Cepet kaya dari tranding.. arti nya lu juga harus siap cepet miskin karna margin call
Rungkad koar2 giliran profit diem2 bae kwkwk"
@okuie3776,Openingmu kesuwen bang
@alphaomega6352,"men Tuhankan uang dan menganggap dengan uang bisa segalanya bahkan menololkan sesama ciptaan Tuhan... Dan ia masuk dalam perangkap itu, dan lupa bahwa uang adalah nilai tukar yang di ciptakan manusia dan manusia adalah ciptaan Tuhan."
@rz_riz10,Menurutku skyholic itu barisan sakin hati dari geng indra kenz 😂
@khayofficial310,"bang udh lama ga liat, lu kok kurusan?????"
@aderifqi4162,dia itu di bayar buat promosikan gede loh promosi nya dia itu... sedangkan kita pengguna biasa aja promosi pake kode refferal aja mayan bnyk dolar nya apa lgi kerja sama Timothy ini kerja sama
@devankun2193,"Hanya orang bodoh yg rugi pas ngikutin timoti, liat program borong btc, liat apa yg dia bilang beberapa tahun lalu kalo ngikutin dari awal dan ada yg rugi pertanyaannya lu ngikutin influencer yg mana? 
Tomothy ini selalu ngasi fakta dia kasi tau semua resiko juga, kalau masih bilang di kena scam atau sgala macem gw yakin mereka yg bodo"
@dwifransisko3273,Mirip Eno noah😂
@ZERO-em6lj,"yaelah, kalo ga suka yaudah ngapain dibeli kelas nya, lu pada mah mau bacotin dia gimanapun mau kritik apapun dia, gakan peduli juga dia wkwkwk, teruslah berkoar koar"
@ridhodwi8959,The next indra kenz kah?
@Clover468,dia jual kelas bukan jago main crypto😂😂
@ivanichtanuel1681,Terus timothy jg paling goblok dan gak bisa apa apa tukang tipu salah satu pekerjaan orang yg mengaku pintar padahal lebih goblok dari binaragawan dan satpam
@ijal_id9309,😂 kok banyak yg ikut.. Dia pintar ngomong karna dia kaya.. Goblok banget mau ikut gituan
@hendragojek3446,"Sekolah tinggi2 tapi pada TOLOL.
Kalau mau kaya ya kerja goblok!!!
Kelihatan males pngen kaya yg instan."
@moehteguh,Kasihan anak2 yg rela berhenti sekolah...😅
@siapanama7593,"Dbatam udh bnyk yg ktipu dgn investasi bitcoin/krypto. Klo mereka dpt member baru, pertemuannya dkafe, soalnya kantornya gk ada dbatam. Penipuan bitcoin yg lg viral dbatam. Member Investasi 8 jt, wktu pertemuan dkafe, si member di ajari cara trading. Seminggu uangnya bertambah dari 8 jt jd 11 jt. Dlm wktu 3 bulan uangnya brtambah lg jd 16 jt. Bsoknya uangnya mo dtarik sebesar 8 jt,, biar modalnya kembali. Ehhh buka aplikasinya, akunnya diveryfied. Uangnya jd hilang 16 jt. Kasus seperti ini yg bnyk trjadi dbatam. Ada yg investasi 10jt, 20jt. 
Klo ada yg ngajak atau ikut lewat link yg ngajak, biasanya yg ngajak itu dpt bonus, klo investasi 8 jt, dia dpt bonus 1,5jt. Orng2 sperti ini sering promosi di sosmed, dgn kalimat "" yokk yg mau mampir ke tokoku"" kiraen toko jual baju dan celana, rupanya toko bitcoin/krypto."
@KholilCat,Sistem Sekolah nya di bedain bro maksudnya Timothy itu... Wah parah ini
@MediaSosial-v1d,"kalo seandainya seburuk itu, anak purbaya pasti lebih superpower buat hancurin timoty.
menurutku tiap bidang itu ada rumusnya ada ilmunya sebelum terjun.
jika crypto itu dianggap investasi, maka rumusnya masuk invest itu hanya 30% dari total kekayaan, apalagi sektor keuangan, blum lagi rumus investasi real , emas property dll.
trus knapa lu masuk dan ikutan disuatu bidang, tanpa tau resikonya, keputusan itu personal harusnya, meskipun kamu ikut, ya syaratnya riset sendiri.
-gua bukan tim kripto ya
-bukan tim saham
-dll
cuma kita sendiri harus cerdas dengan literasi yang mumpuni.
andry hakim saja sampai sekarang gak masuk crypto, udah jelas banyak uang, tapi dia memilih gak masuk kripto, karna punya pandangan sendiri tanpa sudutkan suatu pihak
jujur saya juga gak suka kadang ada kata kata yang menurutku terlalu brutal terutama timoty dan bennix, tapi saya suka juga, karna kalau dicerna pada sudut pandang yang berbeda, memang ada benarnya, timoty bilang seorang sekurity pakai iphone seolah merendahkan.
lalu bennix terlalu menyerang suatu pihak contoh trading judol dll.
kita harus nalar juga apa maksudnya gituloh."
@HeSe-l5l,"Bang,, 


Sebenarnya konten abang menarik dan berisi, 


Tapi ga masuk akal saja kalau konten abang yg berdurasi ±35 menit, spam adsense/iklan banyak sekali,  saya sebagai penikmat jadi tidak bisa menikmati konten anda"
@aldipratama1166,Gass bahas lagi di konten selanjut nya tentang TR dan Skyholic888
@xzlBung_lon,"Saya ingat kata2 nya saya bisa kaya biar dmna saja, biar di kampung sekalipun tanpa uang sepeser,sebulan saya sudah pasti kaya kata timoty yg ngomong tanpa otak."
@achmadsulaiman6455,Gw udah tau klo dia itu sales / agent btc
@TatiekAriffin-ut4qt,apa jgn2 timothy anak buahnya chen zi???
@zenudinspon6140,Gak jauh beda sama doni salmanan dan indra kenz😂😂
@adjiephotografi9560,Jgn percaya dng timo ini itu orang satir
@deryoppa,Followers nya yang bego tau scam msh aja percaya tiba2 kaya mendadak 😂
@aadoy7835,"Dia bisa kaya bukan karna dia hebat, kita gak tau kan org² seperti ini uangnya apakah asli milik pribadi atau pejabat yg sedang mencuci uang? Faham kan mksd gw??"
@andinimei929,Sama kan sama sebelum sebelumnya? Songongnya ga ada tanding
@vievi05,Gak ada yg Bs di percaya kecuali diri sendiri
@jafadoc9923,Hehe... Ini channel juga oembodohan. Ambil tema timothy. Tujuannya viwer dan juaaaaalaaaan
@jafadoc9923,Rupanya banyak yg berharap Timothy jatuh
@michaeldorby8194,"Dari pertama liat, udah ga suka"
@KholilCat,Itu Buzzer
@KholilCat,Lu yang cuman manas manasin haha
@muhammadricqy9441,"Temen gua rugi 4m ikut Cryptocuurenccy. 
Logikanya gini bro, kalo lu bisa trading kenapa engga Kayan sendiran?? Timothy flexing kekayaan juga karena jualan kelas bro. 
Ayolah bro come on. Ini semua FAKTA!"
@sanditsm6222,"templet sih klo ada anak muda sukses, biasanya beri solusi lah edukasi lah apalah seolah paling berhasil, biasanya anak muda sukses seperti itu ngomongnya sombong, songong, ngerendahin org lain ... yg udah2 gitu songongnya minta ampun, itu templet banget ... boro2 kaya dia org awan aja jadi mikir2 kesuksesan dia kadang2 terhalangi dengan kesombongan dan kesongongannya gitu . apa ini biasa atau emang karakter anak muda sukses emang begitu . ntah lah."
@MochWahyudi-o7p,Bang loe kok kurusan..srius😊
@bayukrisnakrisna3413,"Udh mah ga ush punya pikiran harus kaya harus gimana banyak duit. 
Idup itu asal cukup. 
Cukup beli rumah
Cukup beli mobil
Cukup beli motor
Cukup buka usaha 

Asal cukup udh"
@sufferanggarasimanullang4204,"Alaaaahhh setiap yg model model ginian ngasih motivasi sorry yeee
🖕🖕, mau kaya dengan instan oh tak semudah itu"
@agungdarmawan680,Sekolah itu scam kata tiboti. Faktanya GK mau  sekolah di scam si tiboti 😂😂😂
@cilukbabrother9211,"Yah kalian g belajar dr kejadian2 sebelumnya,, kesalahan bkn pada Timothy doang, y kita jg bego"
@kaialovesdimsum,.
@abdisucipto-s3b,"Jangan judi ... Btc crypto itu judi yg samar, hati2"
@johnkontholatos,Remond Chin
@AgusMalik-85,Monti tu orang yg sombong yg terlalu percaya diri
@MochamadKodirJaelani-q2x,"udah tau dari kesalahan indra kenz masih aja bodohhh orang indo, kagak usah percaya yg begity"
@tycx2n,"Sekolah itu scam 😂, yang sekolah aja bisa dibodohi apalagi ga sekolah 😂😂😂"
@heryunikamanurung176,Saya dah curiga bgt sama ini org
@vialovvu,😂kong guan kosong dipercaya.
@baretmerah71,Dibilang itu judi ngamuk 😅
@vialovvu,"Mending ikut kls sholawat berjamaah byr 1x seumur hiduo 50 rebu, gk meras umr mu."
@anggaanwar9797,Kalo semua kaya seperti tomoty terus siapa yang miskin 😂
@vialovvu,"Aq dr dulu gk percaya invest"" online, yg nyata aja gaji mu beli emas 1/2gr bln....jgn serahin duitmu ke oraaaang..."
@vynzr5418,"gw tau sosok di balik sky holic, yang jelas bukan Indra ken ataupun Vaness, sosok di balik sky holic adalah triliuner yang membela keadilan"
@teriheruismanu,"LU TIDUR SIANG LU BAYI
LU CAPEK YA KERJA 😂"
@penipu99edo,Goblok emg
@RealOrAiVid,.
@mengikutizaman,dulu Timothy kan punya grup ternak uang bersama Raymond chin dan Felicia putri tjiasaka. Ternak uang juga hancur dan bubar dan ada kasus kan.
@santiagobernabu9361,"Kasus sperti ini gk jauh sperti seniornya indra kenz dan kawan"", 😁"
@kimdoet4842,Dan skrg tr kembali bahas pasar saham lokal. Wkwkwk
@AnarkiPositif,Jangan lupa loy ketua mau bir
@Hanya_Orang_Biasa,"Orang kaya yg bijak itu diam. (Diam2 menolong,diam2 dll)❤"
@santosoabimayu,"Kurang tahu di ac di ajarin apa tidak tapi

Basic iti harus paham yaitu
70% ke btc 20% ke alt coin 10% baru futures. 

Tentu crypto itu adalah x% dari total kekayaanmu yang visa emas saham properti dll"
@OmonWowon,"Ternyata rampok juga nih orang, aku dr dulu gk percaya tomat ronal"
@Yuahahhh33,Sky holic adalah tymothi sendiri
@ericsaputra1956,Di konoha emang efektif pakai cara penokohan gini. Orangnya pingin instan n mudah percaya
@aryapratama2604,"Gw main crypto udah profit puluhan juta, kenapa? Karena di awal gw emang ""niat"" investasi bukan untuk beradu nasib (trading/judi), gw invest di coin dengan portofolio bagus (btc/eth)gw diemin berbulan bulan, gw ga ikut kelas kelasan, tanamkan aja ni ya di ""benak"" kalian "" tidak ada kaya instan!"" Ga usah join join kelas, perbaiki mental sama belajar sabar aja intinya"
@KasumIndra,"Si sombong.
Ngomng sekolah scam
Padahal lu bisa tau angka hurup bahkan membaca.
Dari belajar di sekolah"
@NetizenHamidiin,"Pengikut timoti, terdoktrin miliaran tolol banget sumpah.."
@DUlpri,bisa pede ga yaa kalo dah di bui......qkqkqkqkqkqkqk
@arzhehe7075,"Klo belum tay benar, ngapain lu buat vidio tolol"
@alimusa1214,Dri dlu gk prnh suka lihat atau denger perktaan timoty
@afiframadani5247,Fix Sambo
@naelkaro6722,Sudah kuduga dari dulu 😂
@effoc-p2f,Bill gates g kuliah smpe sls tp sukses y krn modal ah elah 😅😅😅😅
@baretmerah71,Lagian sales Lo dengerin wkwkw
@upinalif-rl6pp,Pion lw semua
